AwardID,AwardTitle,Startdate,Enddate,AwardAmount,Type,Investigators,Institutions
1433832,"EAGER: Leading Computer Science Growth: A Toolbox for K-12 Teachers, Administrators, and Other Stakeholders",4/1/14,9/30/15,249843,Standard Grant,Jeanne Century;Michael Lach;,University of Chicago
1433838,Engaging Middle School Girls in Computational Electronic Design,9/1/14,8/31/17,1210656,Standard Grant,Nichole Pinkard;Sheena Erete;,DePaul University
1433841,"Collaborative Research: ITEST-Strategies: Human-Centered Robotics Experiences for Exploring Engineering, Computer Science, and Society",9/1/14,8/31/17,743688,Standard Grant,Orion Lawlor;Orion Lawlor;Seta Bogosyan;,University of Alaska Fairbanks Campus
1433846,Collaborative Research: Isotopic insights to mercury in marine food webs and how it varies with ocean biogeochemistry,8/1/14,7/31/17,399730,Standard Grant,Brian Popp;Kanesa Seraphin;Jeffrey Drazen;Cecelia Hannides;,University of Hawaii
1433851,"Science, Technology and Engineering Mini-business Incubator (STEM-Inc)",9/1/14,8/31/17,1025261,Standard Grant,Amy Cox-Petersen;Pradeep Nair;Jidong Huang;John Jackson;,California State University-Fullerton Foundation
1433878,Doctoral Dissertation Research: Deciphering Spatially and Temporally Complex High-Latitude Landscapes,7/15/14,6/30/16,15919,Standard Grant,Paul Bierman;Lee Corbett;,University of Vermont & State Agricultural College
1433881,Doctoral Dissertation Research: Mesoscale Impacts of Soil Moisture on Convective Precipitation,9/1/14,2/29/16,11874,Standard Grant,Steven Quiring;Trenton Ford;,Texas A&M University Main Campus
1433886,Effects of population genetic diversity on colonization success,2/1/14,1/31/16,147460,Standard Grant,Stephen Hovick;,Ohio State University
1433903,EAGER: The Effects of Molecular Architectures on Lipid-Based Nanoparticulate Interaction through Polymer Linkers,6/1/14,11/30/15,149920,Standard Grant,Mu-Ping Nieh;,University of Connecticut
1433904,"Doctoral Dissertation Research: High-Resolution, Late Quaternary Climate and Vegetation Record for the American Midwest: Isotope and Pollen Evidence from Stalagmites and Flowstone",7/15/14,12/31/15,15964,Standard Grant,George Brook;Pete Akers;,University of Georgia Research Foundation Inc
1433920,Doctoral Dissertation Research: Creating a Spatial History Methodology to Assess Past and Current Settlement and Governance,9/1/14,2/28/17,15983,Standard Grant,Jeremy Mikecz;Charles Walker;,University of California-Davis
1433921,Doctoral Dissertation Research: Minority Youth and Everyday Negotiations of Place and Marginalization,7/1/14,12/31/15,10636,Standard Grant,Paul Adams;Bisola Falola;,University of Texas at Austin
1433922,"Collaborative Research: Global Ocean Repeat Hydrography, Carbon, and Tracer Measurements, 2015-2020",3/15/15,2/28/21,344358,Continuing grant,Rana Fine;William Smethie Jr.;Mark Warner;Dong-Ha Min;,University of Washington
1433927,Doctoral Dissertation Research: Managing Conflicting Social and Work Identities,8/1/14,7/31/15,11923,Standard Grant,Jessie Finch;Robin Stryker;,University of Arizona
1433931,Doctoral Dissertation Research: Parenting and Employment Outcomes,8/1/14,7/31/15,5954,Standard Grant,Erin Leahey;Linda Molm;Jurgita Abromaviciute;,University of Arizona
1433943,"Doctoral Dissertation Research: Citizenship, Ethnic Identity and Health",11/1/14,10/31/15,11970,Standard Grant,Trenita Childers;Linda George;,Duke University
1433953,"Cascading of Ocean Waters at the Continental Shelf Edge: Winds, Cooling and Stability",8/15/14,7/31/17,421582,Standard Grant,Kenneth Brink;,Woods Hole Oceanographic Institution
1433955,Collaborative Research: Governing Complex Commons: Policy Networks and the Local Ecology of Games,7/31/13,12/31/14,46446,Standard Grant,Alfredo Berardo;,University of Wisconsin-Milwaukee
1433958,The Upstream Sources of the Denmark Strait Overflow,9/1/14,8/31/16,297319,Standard Grant,Benjamin Harden;Robert Pickart;,Woods Hole Oceanographic Institution
1433967,"CAREER: Novel Wireless, Micro-Force Sensing Mobile Microrobots for Mechanobiology and Automated Biomanipulation",9/1/13,2/28/17,320440,Continuing grant,David Cappelleri;,Purdue University
1433968,Systems Science at the Jicamarca Radio Observatory,3/15/15,2/28/18,1250325,Continuing grant,Marco Milla;Donald Farley;David Hysell;,Cornell University
1433978,"Doctoral Dissertation Research: The Intersection of Place Attachment, Aspirations, and Rapidly Changing Environments on Decisions to Support Resettlement",8/1/14,1/31/16,15717,Standard Grant,Julie Silva;Michael Strong II;,University of Maryland College Park
1433979,"Functional Diversity and Performance of Ciliated Marine Invertebrate Larvae: Measuring and Modeling Larval Swimming, Feeding and Hydrodynamic Signaling",10/1/14,9/30/17,282606,Standard Grant,Kit Yu Karen Chan;Houshuo Jiang;,Woods Hole Oceanographic Institution
1433989,Collaborative Research: GEOTRACES Arctic Ocean section-Constraining Nitrogen Cycling in the western Arctic Ocean.,2/1/15,1/31/18,37136,Continuing grant,Meredith Hastings;,Brown University
1433990,Sensory Bases and Evolution of Interspecific Eavesdropping,1/1/14,2/28/17,339991,Continuing grant,Ximena Bernal;,Purdue University
1433993,PFI:AIR - RA: Glass Capacitors for Energy Storage and Conversion,7/15/14,6/30/17,333333,Standard Grant,Shihai Zhang;Michael Lanagan;Ramakrishnan Rajagopalan;,Pennsylvania State Univ University Park
1434000,Using Ocean Tritium/Helium-3 Observations to Quantify Thermocline Circulation and Biogeochemistry,9/1/14,8/31/17,759390,Standard Grant,Ivan Lima;Scott Doney;William Jenkins;,Woods Hole Oceanographic Institution
1434007,Size structure and function of phytoplankton communities in a changing ocean,10/1/14,9/30/17,531997,Standard Grant,Michael Follows;Stephanie Dutkiewicz;,Massachusetts Institute of Technology
1434013,Collaborative Research: The Impact of Cytoskeletal Dynamics on the Mechanical Behaviors of Cells,7/15/14,6/30/17,255000,Standard Grant,Taeyoon Kim;,Purdue University
1434014,PFI:AIR - RA: Novel Halogen-free Replacement for Halobutyl Rubber,8/1/14,7/31/17,799841,Standard Grant,Judit Puskas;,University of Akron
1434016,Dynamic Wetting Failure and Air Entrainment in Surfactant Solutions,9/1/14,8/31/17,299993,Standard Grant,Satish Kumar;,University of Minnesota-Twin Cities
1434019,Doctoral Dissertation Research: Understanding Urban Policy Implementation,9/1/14,8/31/15,11950,Standard Grant,Patrick Heller;Jamie McPike;,Brown University
1434020,Doctoral Dissertation Research: Forced Migration and Economic Development,8/1/14,7/31/15,10792,Standard Grant,Leah VanWey;Heather Randell;,Brown University
1434022,Doctoral Dissertation Research: Environmental Outcomes in Multiple Spatial Scales,9/1/14,8/31/15,11944,Standard Grant,John Logan;Juyoung Lee;,Brown University
1434025,Doctoral Dissertation Research: Socio-Spatial Geographies of Youth Accessing the Urban Labor Market,7/1/14,12/31/15,10312,Standard Grant,Heather Smith;Johanna Schuch;,University of North Carolina at Charlotte
1434041,"Collaborative Research: Submarine Melting and Freshwater Export in Greenland's Glacial Fjords: The Role of Subglacial Discharge, Fjord Topography and Shelf Properties",11/1/14,10/31/17,972668,Standard Grant,Claudia Cenedese;Fiammetta Straneo;,Woods Hole Oceanographic Institution
1434044,Student Travel Support for the Eleventh Symposium on Networked Systems Design and Implementation (NSDI 2014),4/1/14,3/31/15,15000,Standard Grant,Arvind Krishnamurthy;,University of Washington
1434059,"PFI:AIR - RA: Enabling Low-cost, Real-time Monitoring of Heavy Metal Ions in Drinking Water",8/15/14,7/31/17,812000,Standard Grant,David Garman;Junhong Chen;,University of Wisconsin-Milwaukee
1434067,PFI:AIR - RA: Commercializing a Chem Sensitive FET(CS-FET) Wireless Gas Detection Platform in an Industry/University Ecosystem,8/15/14,7/31/17,683332,Standard Grant,K Pister;Ali Javey;,University of California-Berkeley
1434069,Completing the Global Seafloor Fabric and Magnetic Lineation Project,8/1/14,7/31/15,35503,Standard Grant,Dietmar Muller;Paul Wessel;,University of Hawaii
1434073,Collaborative Proposal: Elucidation and Evaluation of Strategies to Mitigate Secondary Reactions in Cellulose Pyrolysis for Enhanced Production of Hydrolysable Anhydrosugars,9/1/14,8/31/17,160341,Standard Grant,Manuel Garcia-Perez;,Washington State University
1434077,Multiscale Structure-Mechanical Property Investigation of Additive Manufactured Components for Development of a Reliable Qualification Method,8/1/14,7/31/17,309600,Standard Grant,Ming King Chyu;Albert To;Markus Chmielus;,University of Pittsburgh
1434085,"GEOTRACES Arctic Section: Determining the Pathways, Fate, and Flux of Atmospherically Derived Trace Elements in the ocean/ice system",10/1/14,9/30/17,128693,Continuing grant,David Kadko;,Florida International University
1434089,Doctoral Dissertation Research: The Effect of Novel Weather Insurance on Livelihood Practices,9/1/14,2/29/16,15998,Standard Grant,James McCarthy;Christopher Knudson;,Clark University
1434095,Collaborative Research: The Impact of Cytoskeletal Dynamics on the Mechanical Behaviors of Cells,7/15/14,3/31/15,290000,Standard Grant,Michael Murrell;,University of Wisconsin-Madison
1434119,Doctoral Dissertation Research: Migration and Participation in Civic Movements,9/1/14,8/31/15,8736,Standard Grant,Suzanne Staggenborg;Sharon Quinsaat;,University of Pittsburgh
1434132,Doctoral Dissertation Research: The Effects of Class and Motherhood in Families and the Labor Market,9/1/14,8/31/15,11939,Standard Grant,Sara McLanahan;Patrick Ishizuka;,Princeton University
1434138,Collaborative Research: Reconstructing Interactions Between the East Asian Monsoon and Westerly Jet at Multiple Timescales via the Flux and Provenance of Eolian and Fluvial Supply,9/1/14,8/31/17,73009,Continuing grant,William McGee;,Massachusetts Institute of Technology
1434142,WORKSHOP ON UNDERGROUND SCIENCE APPLICATIONS OF GERMANIUM-BASED DETECTORS AND TECHNOLOGIES,5/1/14,4/30/16,99629,Standard Grant,Dongming Mei;,University of South Dakota Main Campus
1434147,Controlling the Behavior of Ferroelectric Materials through Strain Engineering,9/1/14,8/31/17,510000,Standard Grant,Lane Martin;Nadya Mason;Nadya Mason;,University of Illinois at Urbana-Champaign
1434148,Collaborative Research: Experimental and Computational Studies of the Role of Effluent Organic Matter in the Sensitized Transformation of Organic Contaminants,9/1/14,8/31/17,175182,Standard Grant,William Arnold;,University of Minnesota-Twin Cities
1434149,"Collaborative Research: Submarine Melting and Freshwater Export in Greenland's Glacial Fjords: The Role of Subglacial Discharge, Fjord Topography and Shelf Properties",11/1/14,10/31/17,471187,Standard Grant,Patrick Heimbach;,Massachusetts Institute of Technology
1434160,Doctoral Dissertation Research: Informal and Local Economies During Mega Events,8/1/14,7/31/15,10279,Standard Grant,Javier Auyero;Jacinto Cuvi Escobar;,University of Texas at Austin
1434164,Doctoral Dissertation Research: The Strength of Long Ties,9/1/14,8/31/15,11940,Standard Grant,Patrick Park;Michael Macy;,Cornell University
1434175,Collaborative Research: Reconstructing Interactions Between the East Asian Monsoon and Westerly Jet at Multiple Timescales via the Flux and Provenance of Eolian and Fluvial Supply,9/1/14,8/31/17,77422,Continuing grant,Andrew Kurtz;Richard Murray;,Trustees of Boston University
1434185,DMREF/Collaborative Research: Materials engineering of chromonic and colloidal liquid crystals via mathematical modeling and simulation,9/1/14,8/31/17,347096,Standard Grant,Oleg Lavrentovich;,Kent State University
1434198,Collaborative Research: A Lagrangian Description of Breaking Ocean Surface Waves from Laboratory Measurements and Stochastic Parameterizations.,10/1/14,3/31/15,312471,Standard Grant,Juan Restrepo;,University of Arizona
1434199,"Collaborative Research: Oxygen Fugacity (i.e., Chemical Activity) in the Upper Mantle: Intercalibration of Upper-Mantle Oxybarometers with State-of-the-Art Analytical Techniques",8/1/14,7/31/17,189068,Standard Grant,Jessica Warren;,Stanford University
1434202,Doctoral Dissertation Research: Climate-Health Vulnerability: Identifying Climate Thresholds for Heat-Related Illness,8/15/14,5/31/16,10634,Standard Grant,Margaret Kovach;Charles Konrad;,University of North Carolina at Chapel Hill
1434203,"Doctoral Dissertation Research: Decentralization, Institutions, and Access to Potable Water in Peri-Urban Settlements",7/1/14,6/30/15,15989,Standard Grant,Leo Zulu;Ellis Adams;,Michigan State University
1434211,IF: Student Travel Support for the 2014 IEEE International Symposium on Information Theory,4/1/14,3/31/15,20000,Standard Grant,Venugopal Veeravalli;,University of Illinois at Urbana-Champaign
1434212,"Conference Proposal: Thirteenth International Conference on Continuum Models and Discrete Systems, July 21-25, 2014",7/1/14,6/30/15,35000,Standard Grant,Kenneth Golden;Andrej Cherkaev;Graeme Milton;Yekaterina Epshteyn;,University of Utah
1434218,The 2nd Workshop on Sustainable Software: Best Practices and Experiences (WSSSPE 2),5/1/14,4/30/16,24758,Standard Grant,Manish Parashar;Gabrielle Allen;,University of Illinois at Urbana-Champaign
1434222,Doctoral Dissertation Research: Workers' Perceptions of Health-Risk Exposure in an Extractive Industry,8/1/14,3/31/16,11012,Standard Grant,Brian King;Arielle Hesse;,Pennsylvania State Univ University Park
1434223,Doctoral Dissertation Research: Livelihood Strategies and Landscape Diversity Related to Agricultural Development,8/1/14,1/31/16,14994,Standard Grant,B. Turner;John Connors;,Arizona State University
1434228,Development of a Submersible Ammonium Fluorescence Analyzer for In-Situ and Underwater Application with a View Towards Application on an Autonomous Underwater Vehicle (AUV),10/1/14,9/30/17,328158,Continuing grant,Peter Ortner;Alan Leonardi;,University of Miami Rosenstiel School of Marine&Atmospheric Sci
1434242,Doctoral Dissertation Research: High-Elevation Deciduous Forest Structure: A Test of the Slow-Seedling Hypothesis,7/1/14,12/31/15,15995,Standard Grant,Amanda Young;Alan Taylor;,Pennsylvania State Univ University Park
1434248,"Doctoral Dissertation Research: Assessing Variability in High Elevation Soil Moisture: Integrating Unmanned Aerial Vehicles, Satellites, and Field Hydrology",8/15/14,1/31/17,15999,Standard Grant,Bryan Mark;Oliver Wigmore;,Ohio State University
1434256,"Collaborative Research: Travel Support for Students to Attend the Industrial and Systems Engineering Research Conference (ISERC) 2014; Montreal, Canada; 31 May to 3 June 2014",4/1/14,1/31/15,5000,Standard Grant,Yongpei Guan;,University of Florida
1434260,Doctoral Dissertation Research: Factors Affecting Forest Development and Stand Dynamics in Oak Forests in the Eastern U.S.,7/1/14,12/31/15,15992,Standard Grant,Kurt Kipfmueller;Megan Buchanan;,University of Minnesota-Twin Cities
1434273,GOALI/Collaborative Research: Easily Verifiable Controller Design,9/1/14,8/31/16,130000,Standard Grant,John Hedrick;,University of California-Berkeley
1434277,EAGER: Fundamental Study on Hierarchical Control of Sustainable Development of Complex Industrial Systems under Uncertainty,8/1/14,7/31/16,192995,Standard Grant,Yinlun Huang;,Wayne State University
1434281,Doctoral Dissertation Research: Montane Avian Elevational Range Shifts and Land Use Change,9/1/14,11/30/15,12774,Standard Grant,Stuart Pimm;Natalia Ocampo Penuela;,Duke University
1434284,Doctoral Dissertation Research: Impacts of Transferable Quota Markets and Customary Management Areas on Fishery Sustainability and Indigenous Development,9/1/14,2/29/16,15999,Standard Grant,Kimberly TallBear;Hekia Bodwitch;,University of California-Berkeley
1434289,The Origins of Domestication in the Mayan Lowlands,11/1/13,7/31/15,124974,Standard Grant,Erin Thornton;,Washington State University
1434300,Computational Simulation of Local Damage in Structures,10/1/14,9/30/17,353590,Standard Grant,Sashi Kunnath;Amit Kanvinde;,University of California-Davis
