AwardID,AwardTitle,Startdate,Enddate,AwardAmount,Type,Investigators,Institutions
1432983,I/UCRC FRP: Collaborative Research: Autonomous Perception and Manipulation in Search and Rescue,8/15/14,7/31/16,80000,Standard Grant,Srinivas Akella;Jing Xiao;,University of North Carolina at Charlotte
1432990,I/UCRC FRP: Minimizing uncertainty in freeform optics metrology using CMMs,8/1/14,7/31/16,198734,Standard Grant,Christopher Evans;,University of North Carolina at Charlotte
1432991,"Collaborative Research: The Tuskegee Alliance to Develop, Implement and Study a Virtual Graduate Education Model for Underrepresented Minorities in STEM",9/1/14,2/28/18,778329,Standard Grant,Boakai Robertson;Alain Bopda-Waffo;Mamie Coats;,Alabama State University
1432997,Contextual Research-Empirical--A Direct Method for Teaching and Measuring Engineering Professional Skills,3/1/12,8/31/15,170678,Continuing grant,Patrick Pedrow;Ashley Ater-Kranov;,Washington State University
1433003,I/UCRC FRP: Electrocoagulation for the Mitigation of Emerging Biological and Chemical Contaminants,8/1/14,7/31/16,199679,Standard Grant,Daniel Zitomer;Brooke Mayer;Patrick McNamara;,Marquette University
1433004,"Collaborative Research: The Tuskegee Alliance to Develop, Implement and Study a Virtual Graduate Education Model for Underrepresented Minorities in STEM.",9/1/14,2/28/18,821702,Standard Grant,Martha Escobar;Jared Russell;Oladiran Fasina;Curtis Shannon;Melody Russell;,Auburn University
1433005,"Collaborative Research: The Tuskegee Alliance to Develop, Implement and Study a Virtual Graduate Education Model for Underrepresented Minorities in STEM",9/1/14,2/28/18,993353,Standard Grant,Shaik Jeelani;Mohammed Qazi;Deloris Alexander;Michael Curry;Gerald Griffin;,Tuskegee University
1433008,I/UCRC FRP: Collaborative Research: MDONS (Massively Distributed Online Neuroscience) for Improving Virtual Experience,9/15/14,8/31/15,130000,Standard Grant,David Kirsh;Tzyy-Ping Jung;Sheldon Brown;Ayse Saygin;Erik Viirre;,University of California-San Diego
1433014,Bridge to Research in Environmental and Applied Metagenomics: An inquiry-based module to build core STEM competencies and improve retention among underrepresented students,9/1/14,8/31/17,269124,Standard Grant,Susan Alter;,CUNY York College
1433021,REU Site: The Rice University Summer Institute of Statistics (RUSIS),3/1/14,12/31/15,134611,Continuing grant,Javier Rojo;,"Board of Regents, NSHE, obo University of Nevada, Reno"
1433043,Doctoral Dissertation Improvement Grant: Maya State Formation,6/1/14,5/31/16,21192,Standard Grant,Katherine Emery;Ashley Sharpe;,University of Florida
1433054,EAGER: Submicron Fracture Toughness Measurements for Cement Paste using Focused Ion Beam (FIB) and Nanoindentation,5/15/14,4/30/16,79974,Standard Grant,Christopher Bobko;,North Carolina State University
1433063,Arctic Observing Networks: Collaborative Research: Sustaining and amplifying the ITEX AON through automation and increased interdisciplinarity of observations,9/15/14,8/31/16,184760,Standard Grant,Jeffrey Welker;,University of Alaska Anchorage Campus
1433065,CS 10K Community of Practice,8/1/14,7/31/17,987575,Cooperative Agreement,Eric Snow;Marie Bienkowski;Melissa Rasberry;Kathleen Perez-Lopez;Darren Cambridge;,American Institutes for Research in the Behavioral Sciences
1433066,Adjustable Risk Management under Ambiguous Decision Preferences and Data Uncertainty,7/1/14,6/30/17,253411,Standard Grant,Siqian Shen;,University of Michigan Ann Arbor
1433082,International Quantum Cascade Laser School and Workshop 2014. To Be Held in Policoro (Matera)Italy from September 7-12 2014.,6/1/14,5/31/15,15000,Standard Grant,Benjamin Williams;,University of California-Los Angeles
1433091,MOU - Mark Luker,3/1/14,3/31/15,283787,Contract Interagency Agreement,Harold Varmus;,NATIONAL INSTITUTE OF HEALTH
1433097,Collaborative Research: Using the Rurutu hotspot to evaluate mantle motion and absolute plate motion models,1/6/14,9/30/15,137715,Standard Grant,Jasper Konter;,University of Hawaii
1433101,EAGER: Engineering and Testing a Feammox Bacterium for its use in Nitrogen Removal Bioreactors for Wastewater Treatment,6/1/14,5/31/15,49997,Standard Grant,Peter Jaffe;,Princeton University
1433104,WORKSHOP: Doctoral Symposium at the 2014 Recommender System Conference,9/1/14,8/31/15,13240,Standard Grant,Yi Zhang;,University of California-Santa Cruz
1433108,Workshop: Support for a workshop on scientific research applications of natural language technologies,5/1/14,4/30/15,25000,Standard Grant,Noah Smith;,Carnegie-Mellon University
1433120,Collaborative Research: Construction of the Upstream Tracker for the LHCb Upgrade,8/1/14,7/31/19,25397,Continuing grant,Michael Sokoloff;Brian Meadows;,University of Cincinnati Main Campus
1433122,Collaborative Research: Construction of the Upstream Tracker for the LHCb Upgrade,8/1/14,7/31/19,903188,Continuing grant,Steven Blusk;Sheldon Stone;Marina Artuso;Tomasz Skwarnicki;,Syracuse University
1433132,Parameterizations of Salt Fingers in the Ocean,9/1/14,8/31/17,585904,Standard Grant,Raymond Schmitt;,Woods Hole Oceanographic Institution
1433135,A Community Workshop for Advancing Hydrometeorological-Hydroclimatic-Ecohydrological Process Understanding and Predictions,4/1/14,3/31/15,45975,Standard Grant,Terri Hogue;,Colorado School of Mines
1433140,Continuation of the LARISSA Continuous GPS Network in View of Observed Dynamic Response to Antarctic Peninsula Ice Mass Balance and Required Geologic Constraints,1/1/14,6/30/17,37480,Standard Grant,Eugene Domack;,University of South Florida
1433147,Cerro Magoni Mapping and Excavation Project,12/4/13,7/31/15,2334,Standard Grant,J. Heath Anderson;,"Minnesota State University, Mankato"
1433150,North Atlantic Meridional Circulation during the Last Glacial Maximum:Density Structure and Pre-formed Nitrate: Phase I,4/15/14,3/31/16,299747,Standard Grant,Arthur Spivack;Steven D'Hondt;Robert Pockalny;,University of Rhode Island
1433155,Alaska Community-based Monitoring Best Practices Workshop,7/15/14,6/30/15,26262,Standard Grant,Molly McCammon;Marilyn Sigman;Lilian Alessa;,University of Alaska Fairbanks Campus
1433156,Collaborative Research: Construction of the Upstream Tracker for the LHCb Upgrade,8/1/14,7/31/19,13315,Continuing grant,Mike Williams;,Massachusetts Institute of Technology
1433164,AGS-PRF: Investigation into the Nature of Critical Behavior in Tropical Deep Convection,9/1/14,8/31/16,172000,Fellowship,Matthew Igel;,Igel Matthew
1433166,"Doctoral Dissertation Research: Wastefulness, Beneficial Use, and Water Transfers",8/1/14,9/30/16,15979,Standard Grant,Jacque (Jody) Emel;Dianne Rocheleau;Alida Cantor;,Clark University
1433167,Student Travel Support for IEEE Symposium on Security and Privacy,9/1/14,8/31/16,20000,Standard Grant,Alvaro Cardenas;,University of Texas at Dallas
1433169,Collaborative Research: Construction of the Upstream Tracker for the LHCb Upgrade,8/1/14,7/31/19,221417,Continuing grant,Abolhassan Jawahery;,University of Maryland College Park
1433170,Collaborative Research: Mechanisms of Freshwater Exchange Across the East Greenland Shelf,9/1/14,8/31/17,394862,Standard Grant,Michael Spall;,Woods Hole Oceanographic Institution
1433173,"Summer Training in Field Research Methodologies, 2015-17",9/1/14,8/31/17,360759,Standard Grant,Clarence Gravlee;Sarah Szurek;,University of Florida
1433176,"Doctoral Dissertation Research: Access Regimes and Irrigation Technology: Where Does the Water ""Soft Path"" for Agriculture Lead?",8/1/14,1/31/16,9395,Standard Grant,Wendy Jepson;Heather Lee;,Texas A&M University Main Campus
1433181,"A Study Group on Diversity, Equity and Excellence in Achievement and Assessment in Science, Technology, Engineering and Mathematics Education",9/1/14,2/29/16,300000,Standard Grant,Edmund Gordon;,"Teachers College, Columbia University"
1433182,"Collaborative Research: Oxygen Fugacity (i.e., Chemical Activity) in the Upper Mantle: Intercalibration of Upper-Mantle Oxybarometers with State-of-the-Art Analytical Techniques",8/1/14,7/31/17,55453,Standard Grant,Katherine Kelley;,University of Rhode Island
1433185,A Sleep Education Program to Improve STEM education in Elementary School,1/15/15,12/31/17,1199322,Standard Grant,Janet Roveda;Michelle Perfect;,University of Arizona
1433187,Graduate Research Fellowship Program (GRFP),4/15/14,3/31/19,1294000,Fellowship,Harvey Waterman;,Rutgers University New Brunswick
1433190,Ataruq: Connecting Coastal Communities to Polar Research,8/15/14,7/31/19,99936,Continuing grant,Lisa Busch;Janice Straley;,SITKA SOUND SCIENCE CENTER INC
1433201,Combined Laboratory and Modeling Studies of Ice Vapor Growth at Low Temperatures,8/1/14,7/31/17,234468,Continuing grant,Jerry Harrington;,Pennsylvania State Univ University Park
1433212,"Collaborative Research: Oxygen Fugacity (i.e., Chemical Activity) in the Upper Mantle: Intercalibration of Upper-Mantle Oxybarometers with State-of-the-Art Analytical Techniques",8/1/14,7/31/17,92327,Standard Grant,Elizabeth Cottrell;Frederick Davis;,Smithsonian Institution
1433220,Transforming Potential into Promise: A Depth-First Approach,6/15/14,5/31/17,300000,Standard Grant,Rajiv Gandhi;,Rutgers University Camden
1433223,Some problems in time-frequency analysis,9/22/13,8/31/15,51066,Standard Grant,Richard Oberlin;,Florida State University
1433228,"HCC: Small: Collaborative Research: Mobile Gesture Interaction for Kids: Sensing, Recognition, and Error Recovery",8/15/13,8/31/15,205100,Standard Grant,Lisa Anthony;,University of Florida
1433236,Early Concept Grants for Exploratory Research (EAGER) Training Chief Scientists for Shipboard Research,4/15/14,11/30/15,89397,Standard Grant,William Byam;Jon Swallow;,University of Delaware
1433246,AGS-PRF: The Influence of Particle Phase Morphology on the Hygroscopic Behavior of Atmospheric Aerosols,9/1/14,8/31/16,172000,Fellowship,Natasha Hodas;,Hodas Natasha
1433249,Paleoecosystems of Subarctic Seas (PESAS) Working Group,4/1/14,3/31/16,34680,Standard Grant,Ben Fitzhugh;,University of Washington
1433251,AGS-PRF: Organization of Tropical Convection in Numerical Model Simulations: Self-Aggregation and Tropical Cyclogenesis,10/1/14,9/30/16,86000,Fellowship,Allison Wing;,Wing Allison A
1433257,AGS-PRF: Soil Exchange of Carbonyl Sulfide (COS): Towards an Independent Proxy for Terrestrial Gross Primary Production (GPP),1/1/15,12/31/16,86000,Fellowship,Mary Whelan;,Whelan Mary E
1433262,RAPID: Tag Team Hurricane Haiyan Wind and Storm Evaluations in the Philippines,4/15/14,3/31/16,29902,Standard Grant,Shen-en Chen;,University of North Carolina at Charlotte
1433264,AGS-PRF: Laboratory Studies of the Heterogeneous Oxidation of Organic Compounds Found in Biomass Burning Aerosols by Hydroxyl Radicals,1/1/15,12/31/16,86000,Fellowship,Nicole Richards;,Richards Nicole K
1433280,Strategies: Acquainting Metro Atlanta Youth with STEM (AMAYS),2/1/15,1/31/18,537514,Standard Grant,Anton Puvirajah;Brendan Calandra;Maggie Renken;,"Georgia State University Research Foundation, Inc."
1433290,AGS-PRF: Towards an Improved Understanding of the Dynamical Effects of Sea Ice Loss on the Extratropical Northern Hemisphere Circulation and Extreme Weather,2/1/15,1/31/17,86000,Fellowship,John Dwyer;,Dwyer John G
1433307,"EFRI 2-DARE: Ultra-Low Power, Collective-State Device Technology Based on Electron Correlation in Two-Dimensional Atomic Layers",9/1/14,8/31/18,2000000,Standard Grant,Eva Andrei;James Freericks;Joshua Robinson;Suman Datta;Roman Engel-Herbert;,Pennsylvania State Univ University Park
1433311,EFRI 2-DARE: Crystalline Atomically Thin Layers for Photonic Applications,9/1/14,8/31/18,2000000,Standard Grant,Lan Yang;Humberto Terrones;Zhiwen Liu;Ana Laura Elias Arriaga;Yong Xu;,Rensselaer Polytechnic Institute
1433313,Collaborative Research: Isotopic insights to mercury in marine food webs and how it varies with ocean biogeochemistry,8/1/14,7/31/17,362164,Standard Grant,Claudia Benitez-Nelson;,University of South Carolina at Columbia
1433323,"Toward an understanding of Neogene plate dynamics: Completion of a high-resolution, closure-enforced chronology of global plate motions since 20 Ma",8/1/14,7/31/18,302254,Standard Grant,Dennis DeMets;,University of Wisconsin-Madison
1433327,Integrated computer science in elementary classrooms (iCS),1/1/15,12/31/17,1199952,Standard Grant,Alison Shelton;Caitlin Dooley;Donna Whiting;Chris Thompson;Carolyn Sykora;,"Georgia State University Research Foundation, Inc."
1433330,Arctic Observing Networks: Collaborative Research: Sustaining and amplifying the ITEX AON through automation and increased interdisciplinarity of observations,9/15/14,8/31/16,120858,Standard Grant,Craig Tweedie;,University of Texas at El Paso
1433343,AGS-PRF: The Response of African Monsoon Variability to Elevated CO2 and Implications for Future Atlantic Tropical Cyclone Activity,4/1/15,3/31/17,86000,Fellowship,Walter Hannah;,Hannah Walter M
1433345,Collaborative Research: Innovative Technology-Enabled Astronomy for Middle Schools II (ITEAMS II),9/1/14,8/31/17,590907,Standard Grant,Mary Dussault;Mary Dussault;Susan Sunbury;,Smithsonian Institution Astrophysical Observatory
1433349,US GEOTRACES ARCTIC: Measuring stable isotopes of carbon in dissolved inorganic carbon and oxygen/argon gas ratios to show impact of organic matter export on nutrient distributions,10/1/14,9/30/17,414908,Standard Grant,Paul Quay;,University of Washington
1433358,AGS-PRF: Radical Precursor Chemistry in the Northeast United States,10/1/14,9/30/16,86000,Fellowship,Dorothy Fibiger;,Fibiger Dorothy L
1433363,"2014 Bioanalytical Sensors GRC/GRS, Newport, RI, June 21-22, 2014",5/15/14,10/31/14,25525,Standard Grant,Paul Cremer;Susan Lunte;,Gordon Research Conferences
1433378,EFRI 2-DARE: 2D Crystals formed by Activated Atomic Layer Deposition,9/15/14,8/31/18,2051193,Standard Grant,Ying Liu;Nasim Alem;Joan Redwing;Thomas Jackson;Suzanne Mohney;,Pennsylvania State Univ University Park
1433395,EFRI 2-DARE: Novel Switching Phenomena in Atomic Heterostructures for Multifunctional Applications,11/1/14,10/31/18,1678265,Standard Grant,Roger Lake;Alexander Khitun;Alexander Balandin;Tina Salguero;,University of California-Riverside
1433396,"Collaborative Research: Integrating Complex Choice Behavior into Assortment, Inventory, and Pricing Decisions",9/1/14,8/31/17,149000,Standard Grant,Paat Rusmevichientong;,University of Southern California
1433398,"Collaborative Research: Integrating Complex Choice Behavior into Assortment, Inventory, and Pricing Decisions",9/1/14,8/31/17,251000,Standard Grant,Huseyin Topaloglu;,Cornell University
1433401,NSF/DOE Solar Hydrogen Fuel: New metal oxides for efficient hydrogen production via solar water splitting,9/1/14,8/31/17,748307,Standard Grant,Xunming Deng;Yanfa Yan;Wanjian Yin;,University of Toledo
1433408,AGS-PRF: Indo-Pacific Hydrology in a Warming World: Modeled and Observed Responses to Climate Forcings from the Little Ice Age to Present,8/1/14,7/31/16,172000,Fellowship,Bronwen Konecky;,Konecky Bronwen
1433414,"Collaborative Research: ITEST-Strategies: Human-Centered Robotics Experiences for Exploring Engineering, Computer Science, and Society",9/1/14,8/31/17,371163,Standard Grant,Cindy Hmelo-Silver;Selma Sabanovic;,Indiana University
1433422,"Student Support: 2014 Annual International Solid Freeform Fabrication Symposium; Austin, Texas; 4-6 August 2014",5/1/14,4/30/15,15000,Standard Grant,David Bourell;,University of Texas at Austin
1433425,PISCES 2019: Partnership in Securing Cyberspace Through Education and Service: Renewal,9/1/14,8/31/19,4163502,Standard Grant,Lance Hoffman;Constantine Toregas;Rachelle Heller;,George Washington University
1433430,AGS-PRF: The Effects of Aerosols on Cloud Microphysics and Precipitation in the Caribbean,1/1/15,12/31/16,86000,Fellowship,Nathan Hosannah;,Hosannah Nathan A
1433431,Collaborative Research: Innovative Technology-Enabled Astronomy for Middle Schools II (ITEAMS II),9/1/14,8/31/17,609066,Standard Grant,Philip Sadler;,Harvard University
1433432,AGS-PRF: Atmospheric Lifecycle of Organic Carbon Through Multiple Generations of Aging,2/1/15,1/31/17,86000,Fellowship,Gabriel Isaacman;,Isaacman Gabriel A
1433440,A Reciprocal Model for Teaching and Learning Computational Competencies: Connecting Pre-Service Teachers and Urban Latino Youth,2/15/15,1/31/18,773237,Standard Grant,Anton Puvirajah;Lynnette Aponte;Judith Monsaas;,"Georgia State University Research Foundation, Inc."
1433442,"NSF/DOE Solar Hydrogen Fuel: Engineering Surfaces, Interfaces, and Bulk Materials for Unassisted Solar Photoelectrochemical (PEC) Water Splitting",1/1/15,12/31/17,750000,Standard Grant,Thomas Jaramillo;,Stanford University
1433448,Collaborative Research: Mechanisms of Freshwater Exchange Across the East Greenland Shelf,9/1/14,8/31/17,372238,Standard Grant,Thomas Haine;,Johns Hopkins University
1433467,EFRI 2-DARE: Enhancing Electronic and Thermal Properties in Epitopotaxial Ge/Sn Graphane Heterostructures,9/1/14,8/31/18,2000000,Standard Grant,David Cahill;David Broido;Joseph Heremans;Joshua Goldberger;Li Shi;,Ohio State University
1433485,EAGER: Discovery of Segmental Sub-Word Structure in Speech,3/1/14,2/28/15,99911,Standard Grant,Karen Livescu;,Toyota Technological Institute at Chicago
1433490,EFRI 2-DARE: Monolayer Heterostructures: Epitaxy to Beyond-CMOS Devices,11/1/14,10/31/18,1999975,Standard Grant,Morten Eskildsen;Debdeep Jena;Huili (Grace) Xing;Libai Huang;Tengfei Luo;,University of Notre Dame
1433492,NSF/DOE Solar Hydrogen Fuel: Tunable Semiconductor/Catalyst Interfaces for Efficient Solar WaterSplitting,9/1/14,8/31/17,749997,Standard Grant,Eric Garfunkel;Martha Greenblatt;G. Charles Dismukes;,Rutgers University New Brunswick
1433496,EFRI 2-DARE Proposal: Spin-Valley Coupling for Photonic and Spintronic Devices,8/15/14,7/31/18,1500000,Standard Grant,Di Xiao;David Mandrus;David Cobden;Xiaodong Xu;Arka Majumdar;,University of Washington
1433501,Belmont Forum-G8 Collaborative Research: Bangladesh Delta: Assessment of Sea-Level Rise Hazards and Integrated Predictive Development Towards Mitigation and Adaptation (BanD-AID),1/1/14,8/31/16,88866,Continuing grant,Faisal Hossain;,University of Washington
1433504,"AGS-PRF: Next Generation of Gamma-ray Detectors Designed to Study Terrestrial Gamma-Ray Flashes, Gamma-ray Glows and X-ray Stepped Leaders",2/1/15,1/31/17,86000,Fellowship,Nicole Kelley;,Kelley Nicole
1433510,EFRI 2-DARE: Scalable Growth and Fabrication of Anti-Ambipolar Heterojunction Devices,9/1/14,8/31/18,1999833,Standard Grant,Tobin Marks;Mark Hersam;Lincoln Lauhon;Mark Lundstrom;,Northwestern University
1433514,AGS-PRF: Building a Microfluidic Platform to Study Atmospheric Aerosol,9/1/14,8/31/16,86000,Fellowship,Andrew Metcalf;,Metcalf Andrew R
1433517,AGS-PRF: Quantifying the Sources of Atmospheric Ice Nuclei from Biomass Burning and Fossil Fuel Combustion Aerosol,11/1/14,10/31/16,86000,Fellowship,Gregory Schill;,Schill Gregory
1433521,NSF/DOE Solar Hydrogen Fuel: Accelerated Discovery of Advanced RedOx Materials for Solar Thermal Water Splitting to Produce Renewable Hydrogen,9/1/14,8/31/17,525371,Standard Grant,Charles Musgrave;,University of Colorado at Boulder
1433535,A Study to Enravel the Abyssal Circulation of the Northeast Pacific Ocean and its Double Silica Maximum,9/1/14,8/31/16,199724,Standard Grant,Susan Hautala;,University of Washington
1433541,EFRI 2-DARE: Scalable Synthesis of 2D Layered Materials for Large Area Flexible Thin Film Electronics,11/1/14,10/31/18,2000000,Standard Grant,Kang Wang;Yu Huang;Xiangfeng Duan;,University of California-Los Angeles
1433543,Placing our Solar System in Context Through the Characterization of Long-Period Exoplanets,8/17/13,8/31/15,184350,Continuing grant,Stephen Kane;,San Francisco State University
1433551,AGS-PRF: Assessing Causes of the Divergence between Past and Projected Responses of Global Aridity to Greenhouse Warming,1/1/15,12/31/16,86000,Fellowship,Jacob Scheff;,Scheff Jacob
1433552,Engaging Youth in Expanded STEM Career Pathways through Clean Energy Literacy Development,9/15/14,8/31/19,1900191,Standard Grant,Kevin Cuff;Rena Dorph;Matthew A. Cannady;,University of California-Berkeley
1433573,Developing Workforce Skills in Analyzing Large and Complex Earth Science Datasets,9/15/14,8/31/17,423228,Standard Grant,Michelle Hall;Michael Mayhew;,Science Education Solutions Inc
1433574,"Advancing Geospatial Thinking and Technologies in Grades 9-12: Citizen Mapping, Community Engagement, and Career Preparation in STEM",9/1/14,8/31/17,573981,Standard Grant,Kevin Czajkowski;Sujata Shetty;Mary Schlemper;Victoria Stewart;,University of Toledo
1433589,ACM BCB 2014: Conference on Bioinformatics and Computational Biology,5/1/14,4/30/15,24800,Standard Grant,Wei Wang;Pierre Baldi;Catherine Welsh;,Rhodes College
1433592,Middle School Pathways in Computer Science,9/1/14,8/31/17,1198639,Standard Grant,Fred Martin;,University of Massachusetts Lowell
1433597,Project ReCharge,9/1/14,8/31/17,1178340,Standard Grant,Jacque Ewing-Taylor;David Crowther;David Gibson;Scott Terrell;,"Board of Regents, NSHE, obo University of Nevada, Reno"
1433602,CAREER: Incorporating Patient Heterogeneity and Choice into Predictive Models of Health and Economic Outcomes,9/1/13,5/31/17,155394,Standard Grant,Maria Mayorga;,North Carolina State University
1433622,Collaborative Research: An Interdisciplinary Approach to Modeling Multiple Stakeholder Decision-Making to Reduce Regional Natural Disaster Risk,9/1/14,8/31/17,50132,Standard Grant,Jamie Kruse;,East Carolina University
1433629,"Doctoral Dissertation Research: Competition Theory, Conflict, and Indigenous Peoples",8/1/14,7/31/15,10545,Standard Grant,Peter Owens;David Snow;,University of California-Irvine
1433640,Collaborative Project: GIS Resources and Applications for Career Education (GRACE),9/1/14,8/31/18,428846,Standard Grant,Frances Saroki;,Michigan Virtual University
1433642,Doctoral Dissertation Research: Diasporas' Participation in Social Change,8/1/14,7/31/15,11322,Standard Grant,Dana Moss;David Snow;,University of California-Irvine
1433645,Collaborative Research: Teaching Metacognition: Helping engineering students take ownership of their own learning,9/1/14,8/31/17,104245,Standard Grant,Patrick Cunningham;,Rose-Hulman Institute of Technology
1433651,Doctoral Dissertation Improvement Grant: Reindeer and Dogs in Modern Tozhu Mixed Economy in the Republic of Tyva (Russia),12/15/14,11/30/15,30000,Standard Grant,Patrick Plattet;Tayana Arakchaa;,University of Alaska Fairbanks Campus
1433659,"MASTER: Missouri Advanced Security Training, Education and Research",8/15/14,7/31/19,1955901,Continuing grant,Ali Hurson;Dan Lin;Wei Jiang;Sajal Das;Bruce McMillin;,Missouri University of Science and Technology
1433660,Digital East St. Louis: An Urban Place-Based Learning Model to Promote Information Technology and Computer Science Career Interests of Minority Youth,9/1/14,8/31/17,846460,Standard Grant,Sharon Locke;Liza Cummings;Jessica DeSpain;,Southern Illinois University at Edwardsville
1433665,Collaborative Research: Reconstructing Interactions Between the East Asian Monsoon and Westerly Jet at Multiple Timescales via the Flux and Provenance of Eolian and Fluvial Supply,9/1/14,8/31/17,42285,Continuing grant,Liviu Giosan;,Woods Hole Oceanographic Institution
1433670,Causal Relationships Underlying the Collective Dynamic Behavior of Swarms,9/1/14,8/31/17,360000,Standard Grant,Maurizio Porfiri;,New York University
1433677,Strategies: Educational Pathways Into College & Career,1/1/15,12/31/17,1199238,Standard Grant,Ardice Hartry;Joanna Totino;,University of California-Berkeley
1433679,Collaborative Research: Consequences of sub-lethal hypoxia exposure for teleosts tracked with biogeochemical markers: a trans-basin comparison,9/1/14,8/31/17,257960,Standard Grant,Benjamin Walther;,University of Texas at Austin
1433681,Doctoral Dissertation Research: The Socioeconomic and Spatio-Temporal Dimensions of the Geography of Food Access,7/15/14,12/31/15,16000,Standard Grant,Daoqin Tong;Yang Bao;,University of Arizona
1433690,Scholarship for Service @ Carnegie Mellon,8/15/14,7/31/19,5605787,Standard Grant,Patrick Tague;Dena Haritos Tsamitis;,Carnegie-Mellon University
1433695,Doctoral Dissertation Research: From Truck Farming to Local Food Systems,7/15/14,9/30/15,14335,Standard Grant,Nik Heynen;Claude Van sant;,University of Georgia Research Foundation Inc
1433710,Collaborative Research: Isotopic insights to mercury in marine food webs and how it varies with ocean biogeochemistry,8/1/14,7/31/17,358982,Standard Grant,Joel Blum;,University of Michigan Ann Arbor
1433712,Collaborative Project: GIS/T Resources and Applications for Career Education (GRACE),9/1/14,8/31/18,1568276,Standard Grant,Yichun Xie;David Anderson;Andrew Hartwick;,Eastern Michigan University
1433716,Along-shelf Transport and Cross-shelf Exchange Driven by Surface Waves on the Inner Continental Shelf,9/1/14,8/31/17,247440,Standard Grant,Steven Lentz;Thomas Connolly;,Woods Hole Oceanographic Institution
1433717,"US GEOTRACES Arctic Section: Characterization, Sampling and Analysis of the Sea Ice Environment in the Arctic Ocean",10/1/14,9/30/17,609060,Standard Grant,Robert Rember;Ana Aguilar-Islas;,University of Alaska Fairbanks Campus
1433719,Collaborative Research: Consequences of sub-lethal hypoxia exposure for teleosts tracked with biogeochemical markers: a trans-basin comparison,9/1/14,8/31/17,47224,Standard Grant,Zunli Lu;,Syracuse University
1433724,"FUSE Studios: A New, Interest-Driven Model for Engaging Youth In STEM and Career Development Through Challenges and Partnership with Industry",9/1/14,8/31/17,1199147,Standard Grant,Reed Stevens;Kemi Jona;,Northwestern University
1433736,SFS: Preparing Crosscutting Cybersecurity Scholars,1/1/15,12/31/19,1390384,Continuing grant,Rajendra Raj;Bo Yuan;Andrew Meneely;,Rochester Institute of Tech
1433747,STEM Career Clubs: Enhancing the potential of underrepresented students in STEM careers through a Strategic Teaming Model,9/1/14,8/31/17,1199286,Standard Grant,Margaret Blanchard;Jason Painter;DeLeon Gray;,North Carolina State University
1433753,UTD SFS Renewal: Growing a Cybersecurity Community thru SFS Scholarship Program at UTD,9/1/14,8/31/19,4288355,Standard Grant,Kamil Sarac;Zhiqiang Lin;Alvaro Cardenas;Kevin Hamlen;Bhavani Thuraisingham;,University of Texas at Dallas
1433756,Spatiotemporal Dynamics of Lake Water Quality and ALS Spatial Clusters,8/1/14,1/31/16,149977,Standard Grant,Ernst Linder;Angeline Andrew;Nathan Torbick;Elijah Stommel;Tracie Caller;,"Applied GeoSolutions, LLC"
1433757,Collaborative Research: Teaching Metacognition: Helping Engineering Students Take Ownership of Their Own Learning,9/1/14,8/31/17,155191,Standard Grant,Holly Matusovich;,Virginia Polytechnic Institute and State University
1433759,Collaborative Research: Consequences of sub-lethal hypoxia exposure for teleosts tracked with biogeochemical markers: a trans-basin comparison,9/1/14,8/31/17,283564,Standard Grant,Karin Limburg;,SUNY College of Environmental Science and Forestry
1433760,Development and Application of a Multilevel Evaluation Procedure for Examining State and School Educational Contexts with NAEP,1/1/14,7/31/15,339916,Continuing grant,Gregory Camilli;,Rutgers University New Brunswick
1433761,"Strategies: Water SCIENCE: Supporting Collaborative Inquiry, Engineering, and Career Exploration with Water",10/1/14,3/31/17,1199608,Standard Grant,Carolyn Staudt;Tirupalavanam Ganesh;Samuel Christy;Susan Gill;Samantha Michalka;,Concord Consortium
1433763,"Origin, Storm Track Dynamics and Convective Feedback of African Easterly Waves",8/1/14,7/31/17,481728,Standard Grant,Anantha Aiyyer;,North Carolina State University
1433765,Computer-Assisted Imaging for Structural Damage,8/1/14,7/31/17,264942,Standard Grant,David Lattanzi;,George Mason University
1433769,Design-Basaed Information Technologies Learning Experiences (DITLE),9/1/14,8/31/17,1200000,Standard Grant,Hazem Said;Chengcheng Li;Marcus Johnson;Helen Meyer;,University of Cincinnati Main Campus
1433770,Strategies: Making the Maker: A Pathway to STEM for Elementary School Students,9/1/14,8/31/17,1083211,Standard Grant,Sharon Chu;Francis Quek;Patricia Larke;Rebecca Schlegel;Lynn Burlbaw;,Texas A&M University Main Campus
1433788,Strategic Problem-based Approach to Rouse Computer Science (SPARCS),1/1/15,12/31/17,1144424,Standard Grant,Qiuming Zhu;Neal Grandgenett;Jong-Hoon Youn;Harvey Siy;Brian Dorn;,University of Nebraska at Omaha
1433795,Renewal: CyberCorps: Scholarship for Service Program at Stevens,9/1/14,8/31/19,3284472,Standard Grant,Susanne Wetzel;Antonio Nicolosi;Thomas Lechler;Koduvayur Subbalakshmi;,Stevens Institute of Technology
1433817,Scholarships for Service: Increasing Talented Trusted Computing Professionals,8/1/14,7/31/19,642278,Continuing grant,Ernst Leiss;Rakesh Verma;Weidong Shi;Shou-Hsuan Huang;,University of Houston
1433822,Nebraska Wearable Technologies (WearTec),10/1/14,9/30/17,984189,Standard Grant,Neal Grandgenett;Gwen Nugent;Bradley Barker;Carl Nelson;Jennifer Melander;,University of Nebraska-Lincoln
